iterations,accuracy,syllable
0,0.33,[V]
0,0.12,[VC]
0,1.0,[CV]
0,0.09,[VCC]
0,0.32,[CVC]
0,0.3,[CCV]
0,0.19,[CVCC]
0,0.13,[CCVC]
0,0.13,[CCVCC]
100,0.61,[V]
100,0.64,[VC]
100,1.0,[CV]
100,0.41,[VCC]
100,0.8,[CVC]
100,0.66,[CCV]
100,0.51,[CVCC]
100,0.57,[CCVC]
100,0.43,[CCVCC]
200,0.8,[V]
200,0.71,[VC]
200,1.0,[CV]
200,0.46,[VCC]
200,0.88,[CVC]
200,0.79,[CCV]
200,0.58,[CVCC]
200,0.74,[CCVC]
200,0.41,[CCVCC]
300,0.91,[V]
300,0.77,[VC]
300,1.0,[CV]
300,0.67,[VCC]
300,0.93,[CVC]
300,0.83,[CCV]
300,0.65,[CVCC]
300,0.83,[CCVC]
300,0.61,[CCVCC]
400,0.92,[V]
400,0.93,[VC]
400,1.0,[CV]
400,0.69,[VCC]
400,0.98,[CVC]
400,0.88,[CCV]
400,0.67,[CVCC]
400,0.82,[CCVC]
400,0.73,[CCVCC]
500,0.92,[V]
500,0.9,[VC]
500,1.0,[CV]
500,0.75,[VCC]
500,0.97,[CVC]
500,0.91,[CCV]
500,0.85,[CVCC]
500,0.88,[CCVC]
500,0.71,[CCVCC]
600,0.87,[V]
600,0.89,[VC]
600,1.0,[CV]
600,0.76,[VCC]
600,0.95,[CVC]
600,0.9,[CCV]
600,0.83,[CVCC]
600,0.89,[CCVC]
600,0.68,[CCVCC]
700,0.92,[V]
700,0.95,[VC]
700,1.0,[CV]
700,0.71,[VCC]
700,0.97,[CVC]
700,0.87,[CCV]
700,0.81,[CVCC]
700,0.93,[CCVC]
700,0.64,[CCVCC]
800,0.95,[V]
800,0.93,[VC]
800,1.0,[CV]
800,0.87,[VCC]
800,0.98,[CVC]
800,0.95,[CCV]
800,0.89,[CVCC]
800,0.93,[CCVC]
800,0.81,[CCVCC]
900,0.96,[V]
900,0.9,[VC]
900,1.0,[CV]
900,0.74,[VCC]
900,0.99,[CVC]
900,0.94,[CCV]
900,0.83,[CVCC]
900,0.92,[CCVC]
900,0.82,[CCVCC]
1000,0.953,[V]
1000,0.953,[VC]
1000,1.0,[CV]
1000,0.828,[VCC]
1000,0.976,[CVC]
1000,0.937,[CCV]
1000,0.849,[CVCC]
1000,0.934,[CCVC]
1000,0.853,[CCVCC]
