iterations,accuracy,syllable
0,0.43,[V]
0,0.26,[VC]
0,1.0,[CV]
0,0.22,[VCC]
0,0.37,[CVC]
0,0.29,[CCV]
0,0.26,[CVCC]
0,0.34,[CCVC]
0,0.16,[CCVCC]
100,0.72,[V]
100,0.7,[VC]
100,1.0,[CV]
100,0.61,[VCC]
100,0.8,[CVC]
100,0.81,[CCV]
100,0.54,[CVCC]
100,0.77,[CCVC]
100,0.46,[CCVCC]
200,0.74,[V]
200,0.74,[VC]
200,1.0,[CV]
200,0.63,[VCC]
200,0.85,[CVC]
200,0.86,[CCV]
200,0.68,[CVCC]
200,0.84,[CCVC]
200,0.59,[CCVCC]
300,0.84,[V]
300,0.84,[VC]
300,1.0,[CV]
300,0.78,[VCC]
300,0.95,[CVC]
300,0.81,[CCV]
300,0.7,[CVCC]
300,0.9,[CCVC]
300,0.75,[CCVCC]
400,0.87,[V]
400,0.93,[VC]
400,1.0,[CV]
400,0.88,[VCC]
400,0.98,[CVC]
400,0.92,[CCV]
400,0.71,[CVCC]
400,0.89,[CCVC]
400,0.78,[CCVCC]
500,0.94,[V]
500,0.97,[VC]
500,1.0,[CV]
500,0.89,[VCC]
500,0.97,[CVC]
500,0.88,[CCV]
500,0.79,[CVCC]
500,0.86,[CCVC]
500,0.82,[CCVCC]
600,0.94,[V]
600,0.96,[VC]
600,1.0,[CV]
600,0.95,[VCC]
600,0.99,[CVC]
600,0.97,[CCV]
600,0.91,[CVCC]
600,0.93,[CCVC]
600,0.78,[CCVCC]
700,0.95,[V]
700,0.97,[VC]
700,1.0,[CV]
700,0.95,[VCC]
700,0.96,[CVC]
700,0.92,[CCV]
700,0.89,[CVCC]
700,0.91,[CCVC]
700,0.82,[CCVCC]
800,0.97,[V]
800,0.96,[VC]
800,1.0,[CV]
800,0.92,[VCC]
800,0.99,[CVC]
800,0.96,[CCV]
800,0.92,[CVCC]
800,0.9,[CCVC]
800,0.78,[CCVCC]
900,0.96,[V]
900,0.97,[VC]
900,1.0,[CV]
900,0.97,[VCC]
900,1.0,[CVC]
900,0.96,[CCV]
900,0.96,[CVCC]
900,0.95,[CCVC]
900,0.83,[CCVCC]
1000,0.965,[V]
1000,0.972,[VC]
1000,1.0,[CV]
1000,0.926,[VCC]
1000,0.989,[CVC]
1000,0.964,[CCV]
1000,0.909,[CVCC]
1000,0.972,[CCVC]
1000,0.867,[CCVCC]
