iterations,accuracy,syllable
0,0.33,[V]
0,0.12,[VC]
0,1.0,[CV]
0,0.16,[VCC]
0,0.34,[CVC]
0,0.33,[CCV]
0,0.15,[CVCC]
0,0.24,[CCVC]
0,0.08,[CCVCC]
100,0.69,[V]
100,0.55,[VC]
100,1.0,[CV]
100,0.44,[VCC]
100,0.73,[CVC]
100,0.57,[CCV]
100,0.5,[CVCC]
100,0.55,[CCVC]
100,0.24,[CCVCC]
200,0.65,[V]
200,0.64,[VC]
200,1.0,[CV]
200,0.66,[VCC]
200,0.81,[CVC]
200,0.65,[CCV]
200,0.49,[CVCC]
200,0.55,[CCVC]
200,0.47,[CCVCC]
300,0.79,[V]
300,0.84,[VC]
300,1.0,[CV]
300,0.74,[VCC]
300,0.91,[CVC]
300,0.74,[CCV]
300,0.66,[CVCC]
300,0.75,[CCVC]
300,0.51,[CCVCC]
400,0.89,[V]
400,0.87,[VC]
400,1.0,[CV]
400,0.81,[VCC]
400,0.94,[CVC]
400,0.82,[CCV]
400,0.67,[CVCC]
400,0.81,[CCVC]
400,0.6,[CCVCC]
500,0.91,[V]
500,0.94,[VC]
500,1.0,[CV]
500,0.86,[VCC]
500,0.94,[CVC]
500,0.91,[CCV]
500,0.75,[CVCC]
500,0.88,[CCVC]
500,0.76,[CCVCC]
600,0.89,[V]
600,0.94,[VC]
600,1.0,[CV]
600,0.87,[VCC]
600,0.97,[CVC]
600,0.93,[CCV]
600,0.76,[CVCC]
600,0.91,[CCVC]
600,0.78,[CCVCC]
700,0.96,[V]
700,0.93,[VC]
700,1.0,[CV]
700,0.83,[VCC]
700,0.98,[CVC]
700,0.92,[CCV]
700,0.82,[CVCC]
700,0.86,[CCVC]
700,0.77,[CCVCC]
800,0.95,[V]
800,0.95,[VC]
800,1.0,[CV]
800,0.91,[VCC]
800,1.0,[CVC]
800,0.93,[CCV]
800,0.78,[CVCC]
800,0.96,[CCVC]
800,0.74,[CCVCC]
900,0.95,[V]
900,0.97,[VC]
900,1.0,[CV]
900,0.9,[VCC]
900,0.97,[CVC]
900,0.95,[CCV]
900,0.86,[CVCC]
900,0.94,[CCVC]
900,0.78,[CCVCC]
1000,0.956,[V]
1000,0.951,[VC]
1000,1.0,[CV]
1000,0.902,[VCC]
1000,0.975,[CVC]
1000,0.944,[CCV]
1000,0.845,[CVCC]
1000,0.937,[CCVC]
1000,0.833,[CCVCC]
