iterations,accuracy,syllable
0,0.44,[V]
0,0.14,[VC]
0,1.0,[CV]
0,0.09,[VCC]
0,0.34,[CVC]
0,0.31,[CCV]
0,0.13,[CVCC]
0,0.16,[CCVC]
0,0.07,[CCVCC]
100,0.63,[V]
100,0.69,[VC]
100,1.0,[CV]
100,0.5,[VCC]
100,0.93,[CVC]
100,0.56,[CCV]
100,0.67,[CVCC]
100,0.58,[CCVC]
100,0.49,[CCVCC]
200,0.79,[V]
200,0.77,[VC]
200,1.0,[CV]
200,0.63,[VCC]
200,0.95,[CVC]
200,0.58,[CCV]
200,0.62,[CVCC]
200,0.66,[CCVC]
200,0.54,[CCVCC]
300,0.88,[V]
300,0.8,[VC]
300,1.0,[CV]
300,0.76,[VCC]
300,1.0,[CVC]
300,0.77,[CCV]
300,0.85,[CVCC]
300,0.65,[CCVC]
300,0.61,[CCVCC]
400,0.91,[V]
400,0.95,[VC]
400,1.0,[CV]
400,0.68,[VCC]
400,0.99,[CVC]
400,0.79,[CCV]
400,0.91,[CVCC]
400,0.68,[CCVC]
400,0.74,[CCVCC]
500,0.9,[V]
500,0.91,[VC]
500,1.0,[CV]
500,0.81,[VCC]
500,0.99,[CVC]
500,0.78,[CCV]
500,0.93,[CVCC]
500,0.73,[CCVC]
500,0.73,[CCVCC]
600,0.87,[V]
600,0.91,[VC]
600,1.0,[CV]
600,0.87,[VCC]
600,0.98,[CVC]
600,0.8,[CCV]
600,0.94,[CVCC]
600,0.84,[CCVC]
600,0.82,[CCVCC]
700,0.97,[V]
700,0.97,[VC]
700,1.0,[CV]
700,0.95,[VCC]
700,0.99,[CVC]
700,0.91,[CCV]
700,0.95,[CVCC]
700,0.86,[CCVC]
700,0.84,[CCVCC]
800,0.96,[V]
800,0.95,[VC]
800,1.0,[CV]
800,0.93,[VCC]
800,0.99,[CVC]
800,0.89,[CCV]
800,0.96,[CVCC]
800,0.83,[CCVC]
800,0.87,[CCVCC]
900,0.97,[V]
900,0.98,[VC]
900,1.0,[CV]
900,0.93,[VCC]
900,1.0,[CVC]
900,0.87,[CCV]
900,0.95,[CVCC]
900,0.9,[CCVC]
900,0.83,[CCVCC]
1000,0.969,[V]
1000,0.968,[VC]
1000,1.0,[CV]
1000,0.934,[VCC]
1000,0.994,[CVC]
1000,0.881,[CCV]
1000,0.957,[CVCC]
1000,0.883,[CCVC]
1000,0.842,[CCVCC]
