iterations,accuracy,syllable
0,0.27,[V]
0,0.09,[VC]
0,1.0,[CV]
0,0.18,[VCC]
0,0.28,[CVC]
0,0.17,[CCV]
0,0.21,[CVCC]
0,0.21,[CCVC]
0,0.1,[CCVCC]
0,0.28,[V.V]
0,0.31,[CV.V]
0,0.18,[V.VC]
0,0.26,[V.CV]
0,0.16,[CCV.V]
0,0.14,[V.VCC]
0,0.17,[V.CVC]
0,0.11,[V.CCV]
0,0.11,[CV.VC]
0,0.99,[CV.CV]
0,0.09,[CV.VCC]
0,0.29,[CV.CVC]
0,0.01,[CCV.VC]
0,0.2,[V.CVCC]
0,0.0,[V.CCVC]
0,0.02,[VC.CCV]
0,0.19,[CV.CCV]
0,0.3,[CCV.CV]
100,0.88,[V]
100,0.72,[VC]
100,1.0,[CV]
100,0.68,[VCC]
100,0.81,[CVC]
100,0.5,[CCV]
100,0.69,[CVCC]
100,0.56,[CCVC]
100,0.36,[CCVCC]
100,0.85,[V.V]
100,0.81,[CV.V]
100,0.81,[V.VC]
100,0.8,[V.CV]
100,0.56,[CCV.V]
100,0.64,[V.VCC]
100,0.76,[V.CVC]
100,0.24,[V.CCV]
100,0.73,[CV.VC]
100,1.0,[CV.CV]
100,0.63,[CV.VCC]
100,0.78,[CV.CVC]
100,0.34,[CCV.VC]
100,0.7,[V.CVCC]
100,0.0,[V.CCVC]
100,0.12,[VC.CCV]
100,0.29,[CV.CCV]
100,0.65,[CCV.CV]
200,0.96,[V]
200,0.81,[VC]
200,1.0,[CV]
200,0.84,[VCC]
200,0.77,[CVC]
200,0.79,[CCV]
200,0.71,[CVCC]
200,0.73,[CCVC]
200,0.58,[CCVCC]
200,0.98,[V.V]
200,0.96,[CV.V]
200,0.92,[V.VC]
200,0.96,[V.CV]
200,0.74,[CCV.V]
200,0.69,[V.VCC]
200,0.83,[V.CVC]
200,0.36,[V.CCV]
200,0.78,[CV.VC]
200,1.0,[CV.CV]
200,0.8,[CV.VCC]
200,0.83,[CV.CVC]
200,0.54,[CCV.VC]
200,0.8,[V.CVCC]
200,0.0,[V.CCVC]
200,0.31,[VC.CCV]
200,0.41,[CV.CCV]
200,0.78,[CCV.CV]
300,0.94,[V]
300,0.95,[VC]
300,1.0,[CV]
300,0.91,[VCC]
300,0.94,[CVC]
300,0.9,[CCV]
300,0.78,[CVCC]
300,0.83,[CCVC]
300,0.8,[CCVCC]
300,0.97,[V.V]
300,0.97,[CV.V]
300,0.98,[V.VC]
300,0.95,[V.CV]
300,0.91,[CCV.V]
300,0.8,[V.VCC]
300,0.96,[V.CVC]
300,0.42,[V.CCV]
300,0.92,[CV.VC]
300,1.0,[CV.CV]
300,0.86,[CV.VCC]
300,0.96,[CV.CVC]
300,0.73,[CCV.VC]
300,0.89,[V.CVCC]
300,0.0,[V.CCVC]
300,0.52,[VC.CCV]
300,0.39,[CV.CCV]
300,0.91,[CCV.CV]
400,1.0,[V]
400,0.98,[VC]
400,1.0,[CV]
400,0.93,[VCC]
400,0.99,[CVC]
400,0.92,[CCV]
400,0.89,[CVCC]
400,0.94,[CCVC]
400,0.79,[CCVCC]
400,0.99,[V.V]
400,1.0,[CV.V]
400,0.99,[V.VC]
400,1.0,[V.CV]
400,0.93,[CCV.V]
400,0.86,[V.VCC]
400,0.97,[V.CVC]
400,0.47,[V.CCV]
400,0.96,[CV.VC]
400,1.0,[CV.CV]
400,0.87,[CV.VCC]
